frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
114,-0.0831898,1.58437,0.0290446,17.0724,54.978,357.113,0.120137,0.459637,-0.0905879,0.875268,0.782846,-0.293579,0.548602,0.269016,0.954722,0.127029
115,-0.0845386,1.58658,0.029086,16.1876,54.7396,357.279,0.114193,0.457992,-0.0855824,0.877427,0.784164,-0.278784,0.554406,0.254784,0.959271,0.122
116,-0.0855403,1.58858,0.0290235,15.3429,54.5667,357.27,0.107786,0.456986,-0.0821555,0.879088,0.785752,-0.264595,0.559091,0.242958,0.963265,0.114419
117,-0.0862408,1.59006,0.0288174,14.6058,54.4881,357.255,0.102106,0.456644,-0.0792937,0.880206,0.787689,-0.252167,0.562101,0.232842,0.966574,0.10733
118,-0.087236,1.59093,0.0285264,14.1993,54.332,357.289,0.0992131,0.455544,-0.0772986,0.881284,0.787589,-0.245295,0.565274,0.226636,0.968363,0.104444
119,-0.0878594,1.59163,0.0284553,14.0854,54.1801,357.234,0.0982179,0.454457,-0.0771432,0.88197,0.786481,-0.243367,0.567644,0.225348,0.968804,0.103134
120,-0.0877056,1.59179,0.0283834,13.9509,54.1851,357.158,0.096875,0.4546,-0.0772055,0.882039,0.786992,-0.24109,0.567907,0.224275,0.969309,0.1007
121,-0.0880077,1.59227,0.0279704,13.6657,54.1809,357.225,0.0949424,0.454594,-0.0755663,0.882395,0.787913,-0.236257,0.568661,0.219679,0.970551,0.0988494
122,-0.0882448,1.59273,0.0277688,13.6182,54.2427,357.255,0.0946532,0.455059,-0.0752012,0.882217,0.788685,-0.235451,0.567924,0.218833,0.970771,0.0985675
123,-0.0881699,1.59296,0.0274384,13.4725,54.3884,357.245,0.0933943,0.45623,-0.0748232,0.881779,0.790611,-0.232979,0.566264,0.217174,0.971358,0.096433
124,-0.0880516,1.59325,0.0268313,13.3491,54.5974,357.298,0.0925178,0.457829,-0.0740971,0.881103,0.793078,-0.230883,0.563667,0.215289,0.9719,0.095188
125,-0.0881111,1.59363,0.0262032,13.2034,54.7834,357.263,0.0911339,0.459327,-0.0739401,0.88048,0.795381,-0.228409,0.561426,0.213926,0.972455,0.0925577
